location,size,total_sqft,bath,balcony,price
Electronic City Phase II,2,1165,2,1,3364000
BTM Layout,2,1196,2,2,5681000
Parappana Agrahara,2,1194,2,2,4700000
Old Madras Road,3,1630,3,2,11000000
Whitefield,2,1063,2,1,4252000
Shikaripalya,2,1025,2,1,3997999
Chikkabanavar,2,1067,2,1,3800000
Kanakpura Road,2,1299,2,1,8963000
Panathur,2,1343,2,1,7600000
Electronics City Phase 1,3,1330,2,2,4400000
Mallasandra,3,1524,2,3,7200000
Lingadheeranahalli,4,2236,4,2,15300000
Domlur,3,2955,3,2,23500000
Raja Rajashweri Nagar,3,1410,2,2,4512000
Kothanur,3,1581,3,3,7600000
Balagere,2,1205,2,1,7900000
Thyagaraja Nagar,3,1270,2,2,9525000
VHBCS Layout,3,1353,2,2,11000000
Jinkethimmanahalli,2,1200,2,1,6800000
basaveshwarnagar,3,1250,2,1,7000000
Gopalapura,3,1950,3,2,26100000
Sarjapur  Road,3,1157,2,1,6900000
Sarjapur  Road,2,1000,2,2,4000000
Yelahanka,1,602,1,1,3300000
Malleshwaram,5,3000,4,0,90000000
Hoodi,2,1108,2,0,6645999
Thyagaraja Nagar,2,1040,2,1,6800000
Sarjapur,2,1451,2,1,8700000
Raja Rajeshwari Nagar,2,1196,2,2,4054000
Kanakpura Road,1,850,1,1,3732000
Gopalapura,3,2172,3,2,29800000
Kanaka Nagar,2,900,2,1,4000000
Kudlu,1,720,1,1,3300000
Thanisandra,3,1573,3,2,11500000
Sarjapur  Road,2,1026,2,1,6080000
CV Raman Nagar,3,1400,2,2,7800000
Electronic City Phase II,3,1400,2,2,4044000
Banashankari Stage III,4,2100,3,1,14700000
Sarjapur  Road,2,1150,2,1,4850000
Raja Rajeshwari Nagar,3,1500,3,2,8800000
Malleshwaram,3,2400,3,2,38000000
HRBR Layout,3,1200,3,2,24000000
Kothanur,3,1790,3,2,10500000
Ramagondanahalli,2,1125,2,2,7500000
Marathahalli,2,1100,2,1,5000000
Banaswadi,2,1105,2,2,5700000
Thanisandra,2,1110,2,2,4650000
Dasanapura,1,708,1,1,4100000
Kudlu,2,1027,2,2,4400000
"Banashankari 3rd stage, Vivekanandanagar",3,1600,3,1,10000000
Thigalarapalya,4,3122,6,2,25000000
Sarjapur  Road,2,1205,2,2,3700000
5th Phase JP Nagar,3,1450,2,2,7300000
Thyagaraja Nagar,4,750,4,2,12500000
Annaiah Reddy Layout,1,540,1,0,2200000
Dasarahalli,2,1200,2,2,4200000
Nagarbhavi,5,1200,5,1,26000000
Kalena Agrahara,3,1837,2,2,9500000
Whitefield,2,1346,2,1,7601000
Balagere,2,1012,2,1,6800000
Gopalapura,3,1950,3,2,19300000
Atmananda Colony,2,1125,2,2,5500000
Kaggadasapura,3,1500,2,2,6000000
Harlur,2,1197,2,1,7990000
Chandapura,3,1230,2,2,3137000
BTM 2nd Stage,2,1100,2,2,4700000
Channasandra Layout,3,1563,2,2,5200000
4th Block Jayanagar,7,2240,4,1,70000000
Hebbal Kempapura,4,3729,4,2,38400000
Sarjapur  Road,3,1600,3,1,12000000
Green Glen Layout,3,1715,3,3,12000000
Bannerghatta Road,4,2400,4,1,18000000
Ramagondanahalli,2,1151,2,2,4250000
Banaswadi,6,1200,6,2,22000000
Uttarahalli,2,1123,2,2,6000000
Whitefield,2,1276,2,1,6950000
Yelahanka,2,1315,2,3,7700000
Poorna Pragna Layout,3,1270,2,2,5079000
R.T. Nagar,2,1325,2,2,5200000
Varthur,3,1600,3,2,6320000
Jakkur,3,1660,3,2,10400000
Kodichikkanahalli,2,1299,2,3,5800000
Haralur Road,2,953,2,1,9000000
Gunjur,2,1457,2,3,6000000
Varthur,2,1000,1,1,6500000
Mallasandra,3,1100,2,3,7630000
Yelahanka,3,1075,2,1,3353000
Kanakpura Road,3,1450,3,3,5100000
Iblur Village,5,5515,6,2,42500000
Bellandur,1,950,1,1,4000000
Basaveshwara Nagar,5,1200,3,1,18000000
Amam Enclave Layout,2,1013,2,2,6000000
Hennur Road,2,1140,2,2,5600000
4th T block Jayanagar,3,2100,3,3,22000000
Yelahanka,3,1430,3,1,6100000
Ilyas Nagar,4,600,3,0,9500000
Anantapura,3,1600,3,2,7700000
Ayappa Nagar,2,1190,2,1,4800000
Ashwath Nagar,3,1625,3,2,9500000
Classic Paradise Layout,2,1210,2,2,5300000
Lakshminarayana Pura,3,1615,3,2,15000000
Kalena Agrahara,2,1180,2,2,8500000
Nagasandra,2,1500,2,0,9100000
Bellandur,2,850,2,1,4500000
Kothanur,2,1130,2,2,5500000
CV Raman Nagar,2,907,2,2,3800000
HRBR Layout,2,1300,2,3,9000000
Hennur Road,3,1891,3,1,11000000
Hennur Road,3,1735,3,3,7800000
Bisuvanahalli,3,1075,2,1,3300000
Kumaraswami Layout,7,2040,4,3,12300000
Uttarahalli,3,1590,3,2,5700000
Jayanti Nagar,5,1600,5,2,14000000
Doddakammanahalli,2,1160,2,3,5500000
Tasker Town,2,930,1,1,5500000
Devanahalli,2,1010,2,1,5800000
Electronic City,2,1221,2,2,6800000
Banashankari,4,2400,4,3,47000000
Hoodi,2,1108,2,1,8748000
Vidyaranyapura,4,1000,4,2,12000000
Sarjapur  Road,2,1370,2,1,7000000
Banashankari Stage V,2,920,2,1,4150000
Bhoganhalli,2,1277,2,1,7989000
Horamavu Agara,2,1213,2,2,3810000
Singasandra,3,1653,3,2,8500000
Sarjapur,4,2400,3,3,14000000
1st Block Koramangala,4,3000,5,3,50000000
Kothanur,4,1600,4,3,25000000
Electronics City Phase 1,3,1321,2,2,4000000
Kanakpura Road,3,1570,3,2,6800000
Hessarghatta,8,1150,8,2,7000000
Nallurhalli,2,1053,2,3,4400000
Hoysalanagar,3,1325,2,3,5600000
manyata,2,1169,2,1,5011000
Badavala Nagar,2,1274,2,1,9000000
Whitefield,2,1317,2,2,5200000
Lakshminarayana Pura,2,1195,2,1,7500000
Kammasandra,2,940,2,2,3500000
Budigere,3,1820,3,2,9550000
Kanakpura Road,3,1450,3,3,5360000
Whitefield,3,1615,3,0,9690000
Nagarbhavi,3,2200,2,3,9900000
Subramanyapura,2,985,2,1,6250000
Electronics City Phase 1,2,1116,2,1,3300000
Attibele,2,656,2,1,2500000
Kaggadasapura,2,1105,2,1,3950000
Whitefield,2,1220,2,1,5500000
Hoodi,3,1400,3,2,7400000
Bhuvaneswari Nagar,4,2400,3,0,18500000
Anandapura,3,850,3,0,6300000
Uttarahalli,2,1000,2,1,3500000
Bannerghatta Road,3,1660,3,3,8000000
Uttarahalli,3,1330,2,1,5700000
Old Madras Road,2,1165,2,1,5200000
Budigere,2,1153,2,2,5600000
Bannerghatta Road,2,1270,2,2,4500000
2nd Phase JP Nagar,2,1070,2,2,3800000
RWF West Colony,3,1427,2,2,8500000
Banashankari Stage III,3,1420,2,2,9500000
Kothanur,4,1600,5,0,13000000
Langford Town,2,2031,2,2,20000000
Bellandur,2,1454,2,1,9000000
Whitefield,2,1116,2,3,4876000
Maruthi Sevanagar,4,2000,3,1,18000000
Sarjapur  Road,2,1346,2,1,7403000
Hessarghatta,2,1062,2,1,5000000
 Mysore Highway,1,700,1,1,2550000
JP Nagar,2,1405,2,1,9900000
Doddathoguru,2,1100,2,2,5000000
Chikka Tirupathi,3,2153,4,3,12000000
Kammagondahalli,3,1200,3,2,12000000
Ulsoor,3,2135,3,2,17000000
Uttarahalli,2,1125,2,1,4700000
2nd Phase Judicial Layout,3,1350,2,2,4725000
Pai Layout,2,1068,2,3,4800000
Doddathoguru,2,940,2,1,3290000
Hosa Road,2,1063,2,1,3279000
Brookefield,2,1382,2,2,8450000
Harlur,2,936,2,1,4500000
KR Puram,3,1400,2,3,6000000
Sarjapur  Road,1,475,1,1,2600000
LIC Colony,2,1200,2,1,11500000
Glass Factory Layout,3,1450,3,3,6500000
Kudlu,2,1162,2,1,5200000
Hosa Road,2,1161,2,1,4875000
Green Glen Layout,3,1623,2,2,10500000
Brookefield,2,1260,2,1,7000000
Billekahalli,4,1672,3,2,19000000
Seegehalli,3,3000,4,2,24000000
Murugeshpalya,3,1500,2,0,7000000
Gaurava Nagar,5,1650,6,2,20000000
Dollars Colony,3,2000,3,3,20000000
Thyagaraja Nagar,1,1675,1,0,24100000
Electronic City,3,1200,3,2,15000000
Nagarbhavi,2,1100,2,2,4620000
Whitefield,3,1400,2,3,5600000
Ramagondanahalli,3,2257,3,2,15500000
Budigere,2,1153,2,2,5650000
Sarjapur  Road,2,1197,2,1,5686000
Siddapura,2,1150,2,2,9000000
Akshayanagara East,1,595,1,1,4000000
Hoodi,3,1837,3,1,11000000
Kumbalgodu,4,3750,4,2,19000000
Bellandur,3,1830,3,3,9186000
Green Glen Layout,3,1715,3,3,11500000
Electronic City,2,970,2,1,3500000
Hebbal Kempapura,4,1200,3,2,14800000
NRI Layout,4,2700,5,1,9575000
Siddapura,3,5480,4,2,40000000
Vidyaranyapura,4,2400,5,1,13500000
Sarjapur  Road,4,3040,4,2,13500000
Raja Rajeshwari Nagar,2,1168,2,1,6600000
Begur Road,2,1160,2,2,3654000
Mallappa Layout,3,1500,3,2,7500000
Kumaraswami Layout,2,600,2,1,7200000
5th Phase JP Nagar,8,1200,7,3,25000000
ITPL,2,850,2,1,2540000
Ramamurthy Nagar,2,935,2,2,3900000
Ullal Road,5,1200,5,1,23500000
Doddaballapur,1,654,1,1,4900000
Domlur,3,1650,3,1,18000000
Dodsworth Layout,3,5656,5,0,49900000
Vinayak Nagar,2,1300,2,1,3300000
Kaggalipura,2,950,2,1,6000000
Silk Board,3,1250,3,2,5400000
Doddakallasandra,2,1072,2,1,4287000
Ankappa Layout,3,1425,2,2,6500000
Uttarahalli,2,1165,1,0,4209000
Kathriguppe,3,1390,2,2,6948999
Kalena Agrahara,3,1510,3,2,7800000
Thanisandra,2,1305,2,2,9000000
Vidyaranyapura,6,1200,6,2,17000000
Kodigehaali,2,866,2,2,3200000
Hulimavu,2,1231,2,1,8450000
Sompura,3,1360,2,3,4500000
Yeshwanthpur,3,2500,3,3,13800000
Whitefield,2,1140,2,3,5500000
Kanakpura Road,1,525,1,1,3000000
Whitefield,2,1295,2,1,6450000
Hormavu,2,1020,2,2,4575000
Old Airport Road,4,3504,4,2,26200000
Sidedahalli,2,1200,1,0,5000000
Vidyaranyapura,2,1100,2,1,4100000
Bannerghatta Road,4,4723,4,3,50000000
Kothannur,2,820,2,2,3700000
Sarjapur,4,3508,4,1,38600000
Versova Layout,4,3700,4,2,40000000
Kalena Agrahara,2,1354,2,2,7000000
Basavangudi,4,2453,3,2,25000000
Garudachar Palya,2,1154,2,1,5180000
7th Phase JP Nagar,3,1680,2,3,9200000
Electronics City Phase 1,2,1205,2,2,6000000
Raja Rajeshwari Nagar,3,1400,2,2,8600000
Doopanahalli,3,1625,3,1,15000000
Electronic City,3,1500,3,1,7300000
Bannerghatta Road,3,1520,2,3,8000000
3rd Stage Raja Rajeshwari Nagar,2,1300,3,1,6500000
Manayata Tech Park,2,1150,2,2,4700000
Kadugodi,3,1762,3,3,10900000
Budigere,2,1153,2,2,5800000
Yelahanka,4,2650,4,1,22300000
Sompura,3,1350,2,2,4700000
Billekahalli,2,950,2,2,5600000
Jakkur,3,3295,3,3,31000000
Coconut Grove Layout,3,1515,3,3,8050000
Neeladri Nagar,2,1100,2,2,3000000
Byrasandra,2,1250,2,2,6500000
HBR Layout,2,1200,2,0,12000000
5th Phase JP Nagar,7,2500,8,3,9500000
Hoskote,4,1200,4,2,10000000
Yelahanka,3,1355,2,2,5150000
Dominic Layout,3,1115,3,1,3914000
8th Phase JP Nagar,3,1275,3,2,4500000
Padmanabhanagar,3,2051,3,2,17000000
BTM Layout,3,1470,2,2,9900000
Silver Springs Layout,3,1550,2,3,7000000
Bannerghatta Road,3,1270,2,1,7300000
Bhoganhalli,4,2119,4,2,11100000
Hebbal Kempapura,3,1600,3,3,17000000
Kudlu Gate,3,1320,2,2,5000000
Gopalkrishna Nagar,3,2505,3,2,16500000
Tejaswini Nagar,3,1410,2,1,5400000
Whitefield,2,1200,2,3,7000000
Chennammana Kere,3,1705,2,1,8696000
Electronic City,2,995,2,1,4800000
Horamavu Banaswadi,2,1081,2,1,5200000
Parappana Agrahara,2,1194,2,2,4600000
Sonnenahalli,1,605,1,1,3024000
Yelahanka,1,567,1,1,2500000
Rajaji Nagar,2,1718,3,2,27500000
2nd Stage Nagarbhavi,3,600,5,1,13500000
Green Glen Layout,3,1715,3,2,10500000
Doddaballapur,4,3206,5,2,27000000
Kundalahalli,4,1500,4,2,23500000
Bannerghatta Road,3,1846,3,2,12000000
Coconut Garden,3,600,3,1,9000000
Whitefield,2,1015,2,3,5600000
Dollars Colony,4,4350,8,2,260000000
Thanisandra,2,1100,2,1,3600000
Thanisandra,3,1965,4,2,12500000
NGR Layout,2,1021,2,2,4590000
Haralur Road,2,1230,2,1,6765000
Uttarahalli,2,1260,2,2,5500000
Indira Nagar,4,2400,4,1,70000000
Lingadheeranahalli,3,1894,4,1,11400000
2nd Stage Nagarbhavi,6,1500,4,2,23300000
Jakkur,3,1950,3,2,13100000
Sector 2 HSR Layout,2,1231,2,3,6600000
Mahadevpura,2,1236,2,1,5800000
R.T. Nagar,4,1800,3,0,12000000
KAMAKIYA,3,1650,3,2,13500000
Kirloskar Layout,5,750,3,1,8800000
Begur,3,1443,2,2,7000000
Ramamurthy Nagar,4,886,4,2,12000000
Wheelers Road,2,925,2,1,6800000
Chandapura,3,1305,3,1,3328000
Alfa Garden Layout,2,1190,2,2,4641000
Uttarahalli,2,1284,2,2,5336000
MM Layout,4,350,3,1,4500000
Palace Guttahalli,3,875,3,1,11500000
Chikkalasandra,2,1325,2,1,5900000
Sector 6 HSR Layout,6,2400,5,2,75000000
Kudlu Gate,2,1183,2,1,7954000
Rajiv Gandhi Nagar,3,1750,3,2,10000000
Nagashetty Halli,4,16335,4,2,14900000
Doddagubbi,1,747,1,2,2700000
Electronic City,2,1342,2,1,9000000
Motappa Layout,2,1113,2,1,5200000
Devarabeesana Halli,3,1738,3,2,11000000
Brookefield,2,1206,2,2,9000000
Hebbal,4,2790,4,3,19800000
Hebbal,2,1162,2,1,5900000
Parappana Agrahara,2,1194,2,2,4600000
Sarjapur  Road,3,1857,4,3,15500000
Kattigenahalli,6,3500,6,2,11500000
Rajaji Nagar,2,1763,3,2,24000000
Uttarahalli,2,1150,2,1,4599000
Koramangala,4,2400,5,3,55000000
Chikkalasandra,2,1290,2,2,7200000
Thubarahalli,4,3408,5,2,14500000
HBR Layout,2,900,2,1,14500000
Sanjay nagar,2,1150,2,0,7000000
Banashankari,3,1040,2,1,10900000
Yeshwanthpur,2,1160,2,2,6408000
Soundarya Layout,2,900,2,2,2700000
Sarjapur  Road,4,1750,3,1,18500000
Electronic City,3,1320,2,1,3811999
Lingadheeranahalli,4,2240,4,2,16000000
Electronics City Phase 1,2,891,2,1,2600000
Udaya Nagar,5,1000,4,3,8000000
Ambedkar Nagar,3,1852,3,2,12500000
Chandapura,3,1323,2,1,4200000
Vittasandra,2,1404,2,1,6750000
Dodda Nekkundi,2,1370,2,2,6000000
Uttarahalli,3,1385,2,2,4848000
Gollarapalya Hosahalli,2,1129,2,1,5000000
Mahalakshmi Layout,3,1876,3,1,15000000
Brooke Bond First Cross,3,1720,3,1,9500000
Jalahalli East,4,1200,4,1,8000000
Mysore Road,2,1175,2,2,8668000
Nagawara Junction,1,500,1,2,5100000
Dasappa Layout,5,1200,5,2,8500000
Electronic City Phase II,1,1200,1,0,29500000
Hosa Road,3,1893,3,2,13000000
Whitefield,3,1430,3,2,5200000
Green View Layout,2,850,2,2,4500000
CV Raman Nagar,2,1392,2,1,11000000
Kanakpura Road,3,1938,3,3,10500000
Chennammanakere Achukattu,2,1020,2,2,5200000
"beml layout, basaveshwara nagar",3,2400,2,1,36000000
HBR Layout,3,1832,3,2,16000000
Konanakunte,3,1423,2,2,8500000
Jakkur,2,1432,2,1,8500000
2nd Block Hrbr Layout,4,1350,4,3,23500000
BTM 2nd Stage,8,1500,6,0,27000000
CV Raman Nagar,3,1480,3,2,6500000
Kanakpura Road,3,1843,3,2,9620000
Lingarajapuram,3,760,4,2,9500000
Hulimavu,3,1916,2,1,15000000
Hennur,2,1255,2,1,5550000
Yelenahalli,2,1160,2,2,4408000
Old Madras Road,2,2640,2,1,17000000
Bommanahalli,2,1160,2,3,5300000
Lakshminarayana Pura,2,1200,2,1,8000000
7th Phase JP Nagar,2,1100,2,1,4400000
Ramagondanahalli,3,1500,3,3,10000000
Electronic City Phase II,3,1336,2,3,5035000
Choodasandra,2,1065,2,1,4600000
Hebbal,2,1294,2,1,11500000
Rachenahalli,3,1550,3,2,6850000
Whitefield,2,1216,2,1,7500000
Bank Of Baroda Colony,2,1005,2,2,4000000
7th Phase JP Nagar,3,1430,2,1,10200000
Frazer Town,4,4100,4,3,66000000
Hoodi,3,1660,3,2,12500000
Thanisandra,3,1430,2,3,5600000
Hennur Road,3,1470,2,1,7500000
Jalahalli,2,1045,2,1,7677000
Anjanapura,2,950,2,0,3000000
Doddathoguru,3,1382,3,1,6500000
BTM 2nd Stage,2,930,2,2,4600000
Sarjapur  Road,3,1660,2,2,11600000
Vijinapura,2,1290,2,2,7195000
Whitefield,3,1010,2,1,4500000
Brookefield,4,3050,4,2,13000000
Dodda Nekkundi,2,1200,2,2,7100000
3rd Block Hrbr Layout,3,1650,3,2,14000000
Budigere,3,1636,3,2,8800000
Rajaji Nagar,3,2367,3,2,32000000
Budigere,2,1153,2,2,5655000
Hegde Nagar,3,2087,4,2,16000000
LB Shastri Nagar,2,1200,2,1,4700000
HSR Layout,3,1844,3,1,8900000
Begur Road,2,1215,2,1,4375000
Sarjapur  Road,2,1194,2,1,5700000
Chennappa Layout,2,1220,2,2,5200000
1st Block HBR Layout,4,3150,4,2,15000000
Kanakpura Road,1,525,1,1,2600000
Bommasandra,2,955,2,1,3797000
Kadugondanahalli,5,2000,5,2,7500000
Magadi Road,2,884,2,1,4800000
Kathriguppe,2,1250,2,1,6875000
Bommasandra Industrial Area,2,7000,2,1,13500000
Dodda Nekkundi,3,2400,4,2,30000000
Harlur,4,2990,4,1,22500000
Bellandur,2,1195,2,1,5200000
Sadhguru Layout,1,2559,1,1,5500000
Begur,2,1200,2,1,3300000
Sarjapur  Road,2,984,2,1,4575000
Bommasandra,2,1089,2,1,4000000
Hennur Road,2,1165,2,1,5200000
Chandapura,1,410,1,1,1000000
Hennur,3,1482,3,1,11000000
Ramamurthy Nagar,2,1200,2,1,6800000
Kanakapura,3,1938,3,3,11300000
Hormavu,3,1166,2,2,3497000
Chikkalasandra,3,1275,2,2,5546000
Mico Layout,2,1140,2,2,4300000
Hegde Nagar,4,3734,5,1,43000000
Tejaswini Nagar,1,720,1,2,2800000
Nagarbhavi,3,1200,3,2,22800000
Richards Town,2,1100,2,1,9000000
Sector 7 HSR Layout,2,1162,2,2,9877000
Ramamurthy Nagar,1,540,1,0,3500000
Rachenahalli,3,1550,2,2,7350000
R.T. Nagar,3,1300,3,2,14500000
Ullal Road,5,1200,5,1,13000000
Chikbasavanapura,2,1220,2,2,6000000
Doddathoguru,2,964,2,1,6200000
"Electronic City Phase 1, ",3,1500,3,2,5000000
Sarjapur  Road,3,1347,2,1,4400000
"JP Nagar 8th Phase, ",4,5000,5,2,25000000
Bannerghatta Road,4,3000,4,2,14000000
Bannerghatta,2,1120,2,1,4250000
Lake City,1,600,1,1,2280000
Whitefield,3,2321,4,1,15700000
Bhagyalakshmi Avenue,1,540,1,2,2400000
Hebbal,2,1150,2,1,5700000
Sonnenahalli,3,1484,3,1,7500000
Ramagondanahalli,3,1680,2,2,6800000
Byagadadhenahalli,2,620,2,1,2300000
Dodda Banaswadi,3,1650,3,2,7800000
Chuchangatta Colony,3,1250,3,2,4400000
Hanuman Nagar,3,2072,3,2,10800000
Sarjapur  Road,2,1105,2,2,4000000
Vidyaranyapura,2,1200,2,2,6050000
Kumaraswami Layout,7,3100,7,3,14500000
Whitefield,4,4007,4,3,53000000
Electronic City,2,550,2,1,1600000
Banashankari,3,1340,2,2,5360000
Rajaji Nagar,3,2409,3,3,39500000
Haralur Road,2,1194,2,2,4600000
Vittasandra,2,1246,2,1,6500000
Old Airport Road,2,1055,2,3,7500000
Hosa Road,3,1541,3,1,6961000
Harlur,2,1370,2,2,8800000
Whitefield,2,1224,2,2,7500000
Kengeri Satellite Town,4,650,2,1,5800000
Kambipura,2,883,2,1,3900000
Yeshwanthpur,3,1676,3,2,9213000
Shree Ananth Nagar Layout,2,1154,2,1,5700000
Kanakpura Road,3,1610,3,3,7850000
Devasthanagalu,2,1057,2,1,4200000
Raja Rajeshwari Nagar,2,1157,2,1,6500000
Doddagubbi,4,1200,4,1,8500000
Dasappa Layout,7,1500,7,3,13000000
Gulimangala,2,980,2,3,3500000
Sarjapur  Road,2,1140,2,1,4000000
Raja Rajeshwari Nagar,2,1206,2,1,4070000
Electronic City Phase II,1,575,1,1,1675000
Koramangala,3,1600,3,1,17000000
1st Stage Indira Nagar,4,2400,4,1,50000000
Horamavu Agara,3,1300,2,2,5200000
Tunganagara,3,1270,2,1,3556000
Electronic City,2,1128,2,1,6350000
Electronics City Phase 1,1,640,1,1,4500000
4th T block Jayanagar,3,2400,3,2,18500000
TC Palaya,3,1200,2,0,6600000
Kanakapura,2,1090,2,2,3815000
Electronic City,1,589,1,1,2900000
Electronic City,2,1125,2,1,2813000
Kogilu,2,1140,2,2,5066000
Sarjapur  Road,4,3150,4,2,50000000
Kundalahalli,2,1315,2,3,7400000
Bellandur,3,1435,2,2,11500000
Haralur Road,2,1092,2,2,4400000
Kadugodi,2,1314,2,3,8000000
Koramangala,2,1260,2,1,10000000
Srirampura,7,1875,5,1,19200000
Nagarbhavi,2,1080,2,1,4900000
Nagasandra,8,4000,8,3,16000000
Mysore Road,3,1082,2,1,4500000
Jakkur,3,1150,3,2,6500000
Hennur Road,2,1052,2,1,3472000
Yelahanka,2,1045,2,1,4500000
Kodigehaali,3,1442,3,2,8000000
Kaggadasapura,3,1500,2,2,7500000
Marsur,2,497,1,1,2000000
Hennur,2,1255,2,1,5357000
Vajarahalli,3,1432,3,2,7900000
Kundalahalli,3,2100,3,2,15000000
Hennur Road,2,1450,2,2,8000000
Sarjapur  Road,2,1346,2,1,6961000
Kumaraswami Layout,2,1200,2,2,2900000
Electronic City Phase II,3,925,2,1,4982000
Dasarahalli,2,1160,2,2,4900000
Lingadheeranahalli,3,1768,3,3,8131000
Kothanur,2,1094,2,2,5400000
Seetharampalya,3,1500,3,3,9000000
Gubbalala,3,1745,3,2,13000000
Bommanahalli,7,2875,7,2,8500000
Byadarahalli,4,3500,3,3,42500000
Sonnenahalli,3,1550,3,1,5000000
Rajiv Nagar,4,2340,5,1,16000000
Whitefield,3,1655,3,2,11300000
Battarahalli,3,2024,3,2,10300000
Siddapura,4,3100,5,0,42500000
Jalahalli,3,1575,4,3,10000000
Iblur Village,3,1920,3,2,13000000
Sarjapur  Road,4,6200,4,2,74400000
Kambipura,3,1082,2,1,5500000
BTM 2nd Stage,3,1265,2,3,5500000
Kengeri Satellite Town KHB Apartment,3,1100,2,2,4500000
Margondanahalli,2,1160,2,1,6500000
Vittasandra,2,1246,2,1,6740000
Hosa Road,1,615,1,1,4308000
7th Phase JP Nagar,2,1128,2,1,6000000
Tirumanahalli,2,1260,2,1,5500000
Bellandur,3,1830,3,3,8989000
Sarjapur,3,1525,2,2,6800000
Yelahanka,1,602,2,1,3000000
Kumaraswami Layout,7,3000,4,2,40000000
Hegde Nagar,3,1835,3,3,8900000
Kanakpura Road,3,1250,3,3,6260000
Subhash Nagar,4,1200,4,1,11000000
Murugeshpalya,3,1855,3,3,9600000
Kanakpura Road,3,1450,3,3,6091000
Sarjapur  Road,3,2089,3,2,14800000
Haralur Road,3,1464,3,2,5600000
Banashankari Stage VI,4,4800,3,2,20000000
Begur Road,2,1200,2,2,4473000
Sarjapur,2,1095,2,1,4500000
Ambedkar Nagar,3,2900,3,2,29700000
BTM 2nd Stage,3,2500,3,2,34500000
Kothanur,3,1170,3,2,8000000
6th Phase JP Nagar,2,1280,2,1,8800000
Rajaji Nagar,2,1224,2,0,10500000
Thanisandra,3,1694,3,1,12500000
Electronic City,2,825,2,1,3000000
Sarjapur  Road,3,1612,3,1,9838000
Chandapura,2,985,2,1,2512000
Murugeshpalya,2,1175,2,2,7500000
Sunkadakatte,1,600,1,0,2400000
Whitefield,3,1740,3,3,8500000
Carmelaram,3,1770,3,2,9900000
HAL 2nd Stage,8,1000,7,3,26000000
Horamavu Agara,2,1090,2,1,4600000
Vasanth nagar,6,2295,3,0,65000000
Whitefield,5,4144,5,1,33100000
Jogupalya,3,1800,3,1,13000000
Jigani,3,1221,3,3,6500000
8th Phase JP Nagar,2,1046,2,1,4800000
Uttarahalli,3,1290,2,3,5612000
Electronic City Phase II,2,1065,2,1,3076000
Ambedkar Nagar,3,1850,4,2,12100000
Battarahalli,2,1097,2,1,4900000
Kalena Agrahara,2,1200,3,2,7000000
Varthur,3,2160,3,2,17000000
Anekal,2,1140,2,2,5200000
Thigalarapalya,2,1297,2,2,9800000
Padmanabhanagar,2,1150,2,0,5000000
Kuvempu Nagar,2,1375,2,1,4500000
Babusapalaya,2,1245,2,2,5800000
Vasanth nagar,4,4750,6,1,94800000
Nagarbhavi,4,1800,3,0,18000000
Brookefield,3,1594,3,2,14000000
TC Palaya,3,1200,2,0,6600000
Chandapura,1,645,1,1,1645000
Kanakpura Road,2,700,2,2,3600000
Rajaji Nagar,5,2500,4,0,65000000
Raja Rajeshwari Nagar,2,1000,2,0,5000000
Whitefield,6,4000,5,1,54000000
Begur Road,2,1160,2,2,4200000
Uday Nagar,6,1200,6,0,8500000
OMBR Layout,5,600,3,0,14000000
Gopalkrishna Nagar,3,1570,2,2,9500000
Sarjapur  Road,2,1290,2,2,8800000
Kudlu Gate,2,1200,2,1,4440000
Langford Gardens,3,2777,5,2,64900000
Shanti Nagar,3,2250,3,0,18000000
Defence Colony,2,1270,2,2,17200000
Akshayanagara East,2,1145,2,2,4400000
Chikkabanavar,3,1320,2,2,4600000
Electronic City Phase II,2,1065,2,1,3075000
Whitefield,3,1650,3,2,4800000
Sarjapur  Road,2,1371,2,1,8600000
Doddanakunte,5,2700,5,2,15000000
Electronic City,3,1575,3,1,9450000
Yelahanka,2,1362,2,2,6600000
Bettahalsoor,5,3210,2,2,35300000
Haralur Road,3,1255,3,1,9000000
Whitefield,2,925,2,1,3500000
Electronics City Phase 1,2,1088,2,1,3046000
Yelahanka,2,1234,2,2,8000000
Sarjapur  Road,3,2140,3,2,13900000
Thubarahalli,3,1584,3,2,10100000
Whitefield,2,1175,2,2,5000000
Sarjapura - Attibele Road,3,1555,3,3,5200000
Chandapura,1,645,1,1,1645000
Dodda Nekkundi,3,1585,2,2,7900000
Kalena Agrahara,2,1354,2,2,7100000
Madiwala,2,1165,2,2,4500000
Kumaraswami Layout,3,1200,3,1,7500000
Hebbal,3,1740,2,1,13700000
Hebbal,9,1200,9,2,18500000
Rachenahalli,2,985,2,1,5017000
Chandapura,2,1200,2,1,3600000
Kattigenahalli,3,600,4,2,7000000
Duddanahalli,3,1340,2,2,4700000
Begur Road,3,1583,3,1,9523000
"Beml layout, Rajarajeshwari nagar",4,1200,5,2,32500000
Basaveshwara Nagar,2,1200,1,1,18000000
Thanisandra,3,1573,3,2,10000000
CV Raman Nagar,2,1227,2,2,4288000
Yemlur,2,1210,2,1,6000000
Basavangudi,3,1650,3,3,12500000
Chikkalasandra,5,1000,4,2,30000000
Raja Rajeshwari Nagar,3,1485,2,2,6300000
Haralur Road,3,1735,3,2,9700000
Hebbal Kempapura,3,1730,3,2,17500000
